age,job,marital,education,balance,housing,loan,deposit
33,housemaid,single,tertiary,23663,yes,no,no
27,entrepreneur,single,tertiary,81,no,no,no
50,self-employed,divorced,tertiary,59,yes,no,no
45,services,married,secondary,1343,no,yes,no
58,retired,married,secondary,225,no,no,no
59,retired,married,primary,0,yes,no,no
58,retired,divorced,primary,2538,yes,no,no
64,retired,married,primary,43,no,no,no
47,technician,married,secondary,57,no,no,no
40,management,married,tertiary,-117,yes,no,no
36,technician,divorced,secondary,666,yes,yes,no
28,management,single,tertiary,0,yes,no,yes
38,technician,single,tertiary,25,yes,no,yes
53,entrepreneur,married,primary,1034,yes,no,no
46,blue-collar,single,secondary,324,yes,no,no
54,technician,married,secondary,0,no,no,no
32,management,married,tertiary,0,no,no,no
55,management,married,primary,621,no,yes,no
55,retired,divorced,secondary,138,no,no,no
56,technician,married,secondary,4063,no,yes,no
40,blue-collar,married,secondary,11084,no,no,no
44,technician,married,secondary,310,yes,no,no
32,entrepreneur,married,unknown,73,yes,no,no
33,management,married,tertiary,1808,yes,no,no
41,unemployed,divorced,secondary,1281,no,no,no
37,technician,married,secondary,64,yes,no,no
58,management,single,tertiary,2,yes,no,no
52,blue-collar,married,secondary,60,no,yes,no
49,services,single,secondary,133,no,no,no
44,housemaid,married,primary,3706,no,no,no
28,admin.,single,unknown,174,no,no,no
31,technician,married,secondary,251,no,yes,no
37,self-employed,married,secondary,4153,yes,no,no
30,technician,single,tertiary,985,yes,no,no
28,services,single,secondary,168,no,no,yes
46,services,married,secondary,1550,yes,no,no
47,management,married,tertiary,7708,yes,no,no
35,blue-collar,married,primary,-12,yes,no,no
80,management,married,primary,6483,no,no,no
30,technician,single,tertiary,60,yes,yes,no
55,technician,single,secondary,3339,yes,no,no
22,student,single,tertiary,1161,no,yes,no
33,blue-collar,single,primary,599,yes,no,no
53,entrepreneur,married,unknown,28,no,no,no
49,management,married,tertiary,1430,no,no,no
51,retired,married,secondary,35,no,yes,no
41,self-employed,married,tertiary,6000,yes,no,no
34,technician,married,secondary,0,yes,no,no
36,blue-collar,single,secondary,340,no,yes,no
35,entrepreneur,married,tertiary,0,no,no,no
29,services,married,secondary,3,yes,no,no
40,technician,single,tertiary,445,yes,no,no
32,management,divorced,tertiary,874,no,no,yes
48,blue-collar,married,secondary,705,no,no,no
59,retired,married,unknown,1033,no,no,yes
35,self-employed,divorced,tertiary,1354,yes,no,yes
33,technician,single,tertiary,123,no,no,no
55,retired,married,primary,8894,no,no,no
41,blue-collar,married,secondary,429,yes,no,no
42,housemaid,married,primary,14752,no,no,no
46,blue-collar,married,primary,67,no,no,no
35,housemaid,divorced,secondary,39,no,no,no
28,technician,single,tertiary,102,no,no,no
25,student,single,secondary,1790,no,no,no
56,management,single,tertiary,15311,no,no,no
30,admin.,single,secondary,-635,no,no,no
45,blue-collar,married,secondary,115,no,no,no
40,management,married,tertiary,10786,no,no,no
40,blue-collar,married,secondary,498,yes,no,no
39,blue-collar,married,secondary,1045,yes,yes,no
48,entrepreneur,married,tertiary,810,no,no,no
31,technician,single,tertiary,-162,yes,no,no
32,management,married,tertiary,55,no,no,no
34,services,married,secondary,586,yes,yes,no
26,technician,single,secondary,455,no,no,no
31,management,married,tertiary,1010,yes,no,no
37,management,single,tertiary,509,yes,no,no
29,student,single,unknown,2929,no,no,no
57,technician,married,secondary,3071,yes,yes,no
47,management,single,tertiary,153,yes,no,no
38,self-employed,single,secondary,1146,yes,no,no
48,blue-collar,married,primary,1092,no,yes,no
50,management,married,tertiary,3463,no,yes,yes
33,admin.,married,secondary,1158,yes,no,no
28,admin.,single,secondary,26,yes,no,no
30,services,single,secondary,566,no,no,no
52,technician,divorced,secondary,204,no,no,no
36,technician,married,secondary,480,no,no,yes
36,technician,single,secondary,1855,yes,no,no
46,services,married,secondary,1034,no,no,no
57,management,married,tertiary,3250,no,no,no
28,management,single,secondary,1633,no,no,yes
46,services,married,secondary,0,yes,no,no
55,retired,married,primary,3334,no,no,yes
33,management,married,tertiary,4020,yes,yes,no
53,management,married,secondary,66,no,yes,no
41,technician,single,secondary,-41,yes,yes,no
60,blue-collar,married,secondary,322,yes,no,no
35,entrepreneur,married,primary,2643,no,yes,no
43,blue-collar,divorced,primary,49,yes,no,no
57,admin.,divorced,primary,1,no,no,no
46,admin.,married,secondary,3098,yes,no,no
31,blue-collar,married,primary,352,yes,no,no
53,technician,married,secondary,65,no,no,no
35,blue-collar,married,secondary,1949,yes,no,no
32,admin.,single,secondary,739,yes,no,no
48,management,married,tertiary,1167,yes,yes,yes
50,admin.,married,secondary,231,yes,no,no
40,blue-collar,married,primary,1136,yes,no,no
42,entrepreneur,married,tertiary,233,no,no,no
59,admin.,married,secondary,817,no,no,no
27,blue-collar,single,primary,1128,yes,no,no
32,management,single,tertiary,1831,yes,no,no
35,technician,single,secondary,450,yes,no,no
28,services,married,secondary,0,yes,no,no
37,management,divorced,secondary,414,no,no,no
57,management,married,primary,1052,yes,no,no
42,admin.,single,secondary,1022,yes,no,no
55,admin.,married,primary,343,yes,no,no
52,management,married,tertiary,1944,yes,no,no
26,blue-collar,single,secondary,-32,yes,yes,no
52,technician,married,secondary,1781,yes,no,no
26,management,single,tertiary,350,no,no,no
33,unemployed,married,secondary,2,yes,no,no
24,blue-collar,single,primary,111,yes,yes,no
37,management,divorced,tertiary,168,yes,no,no
28,technician,single,secondary,3,no,no,no
30,technician,single,secondary,102,yes,no,no
33,blue-collar,married,primary,0,yes,no,no
55,unknown,married,primary,159,no,no,no
33,blue-collar,married,secondary,1134,yes,no,no
42,blue-collar,married,secondary,352,yes,no,no
37,management,married,tertiary,865,yes,no,no
59,blue-collar,married,primary,179,yes,no,no
27,blue-collar,single,secondary,5,yes,no,no
23,student,married,tertiary,-230,yes,no,no
51,management,divorced,tertiary,0,no,no,no
50,blue-collar,married,primary,3924,yes,no,no
43,technician,married,secondary,764,yes,no,no
37,blue-collar,divorced,primary,511,yes,no,no
34,management,single,tertiary,4348,yes,no,no
41,management,married,tertiary,3016,yes,no,no
26,student,single,secondary,279,no,no,no
49,management,divorced,tertiary,1405,no,no,no
29,blue-collar,single,secondary,908,yes,no,yes
30,management,single,tertiary,162,yes,no,no
38,services,divorced,secondary,792,no,no,no
58,management,married,secondary,111,no,no,no
34,student,single,unknown,1281,no,no,no
53,services,divorced,unknown,1012,yes,no,no
50,management,married,tertiary,2881,no,no,no
30,blue-collar,single,secondary,445,yes,no,no
40,management,married,secondary,643,yes,no,no
57,housemaid,single,secondary,254,no,no,no
40,management,married,tertiary,-1212,yes,no,no
41,technician,married,secondary,2125,yes,yes,no
53,technician,divorced,unknown,629,yes,no,no
48,blue-collar,married,secondary,-202,yes,yes,no
32,technician,single,secondary,271,yes,no,no
34,management,married,tertiary,703,yes,no,yes
46,blue-collar,married,secondary,-216,yes,no,no
45,services,divorced,secondary,88,no,yes,no
51,admin.,single,tertiary,16,yes,no,no
31,management,married,secondary,466,yes,no,no
47,technician,married,secondary,-75,yes,no,no
32,blue-collar,married,secondary,456,no,no,no
41,technician,married,secondary,77,yes,no,no
37,services,single,secondary,-244,no,no,no
27,blue-collar,single,primary,1209,no,no,no
27,services,married,secondary,58,yes,no,no
50,management,married,secondary,421,no,no,no
31,management,single,tertiary,112,yes,no,no
40,self-employed,married,tertiary,13669,no,no,no
43,management,married,tertiary,1429,yes,no,yes
39,technician,married,tertiary,794,no,no,no
31,entrepreneur,single,tertiary,1957,no,no,no
48,technician,married,secondary,454,yes,no,no
32,blue-collar,single,primary,882,no,yes,no
47,unemployed,married,primary,168,yes,no,no
35,management,single,tertiary,714,yes,no,no
42,management,single,tertiary,0,no,no,no
47,blue-collar,married,secondary,1996,no,no,yes
59,retired,married,secondary,163,no,no,no
38,admin.,married,secondary,3190,yes,no,no
50,unemployed,married,secondary,1772,no,no,no
27,services,single,secondary,-151,no,no,no
55,housemaid,married,primary,16,no,no,no
39,services,single,secondary,7066,yes,no,yes
31,technician,single,tertiary,454,no,no,no
37,entrepreneur,married,tertiary,4798,yes,no,no
28,technician,single,secondary,-298,yes,no,no
42,technician,married,secondary,439,no,no,no
40,services,divorced,secondary,1927,yes,no,no
59,management,single,secondary,671,yes,yes,no
40,services,single,secondary,65,yes,no,no
43,technician,married,secondary,-932,yes,no,no
38,technician,single,secondary,4366,yes,no,no
54,retired,married,primary,0,yes,no,no
41,blue-collar,married,secondary,4900,yes,no,no
55,housemaid,divorced,primary,976,no,no,yes
33,management,married,tertiary,148,no,no,no
46,blue-collar,married,secondary,5,no,no,no
36,management,married,secondary,-148,no,no,no
48,technician,divorced,tertiary,113,no,yes,no
42,management,married,secondary,-105,yes,no,no
46,management,divorced,tertiary,624,no,no,yes
49,technician,married,secondary,-1680,yes,yes,no
36,blue-collar,married,secondary,-461,no,no,no
34,technician,single,tertiary,144,yes,yes,no
51,entrepreneur,divorced,tertiary,4,yes,yes,no
58,blue-collar,married,primary,309,no,no,no
48,management,married,tertiary,866,no,no,no
41,admin.,single,secondary,1020,yes,no,yes
49,self-employed,married,primary,489,yes,no,no
43,management,married,primary,8167,yes,no,no
32,blue-collar,single,secondary,-255,no,yes,no
54,retired,married,secondary,3671,no,no,no
33,blue-collar,divorced,primary,636,yes,no,no
35,technician,married,secondary,141,yes,no,no
56,technician,married,secondary,150,yes,yes,no
57,technician,married,secondary,839,no,yes,no
31,housemaid,single,primary,26965,no,no,yes
33,technician,single,secondary,716,yes,no,no
29,technician,single,tertiary,2485,no,no,no
38,management,single,tertiary,15030,yes,no,no
37,admin.,married,secondary,11303,no,no,no
33,entrepreneur,married,tertiary,595,no,no,no
30,management,single,tertiary,19358,no,no,no
31,self-employed,single,secondary,203,no,yes,no
28,technician,single,tertiary,183,yes,yes,no
26,admin.,single,secondary,255,no,no,yes
31,technician,single,secondary,102,yes,no,no
50,housemaid,divorced,primary,94,yes,no,no
45,entrepreneur,married,primary,58,yes,no,no
48,management,married,primary,606,no,no,no
41,technician,married,secondary,0,no,yes,no
60,technician,married,primary,65,yes,no,yes
41,blue-collar,married,secondary,338,yes,no,no
43,blue-collar,married,primary,757,yes,no,no
36,management,married,tertiary,9269,yes,yes,no
40,blue-collar,married,primary,1206,no,yes,no
28,management,single,tertiary,882,no,yes,no
27,student,single,tertiary,5291,no,no,yes
49,management,single,secondary,61,yes,no,no
37,technician,married,tertiary,0,yes,no,no
31,blue-collar,married,secondary,1407,yes,no,no
31,technician,single,secondary,25,no,no,no
31,blue-collar,married,secondary,1354,yes,yes,no
35,blue-collar,married,primary,793,yes,no,no
51,blue-collar,divorced,unknown,10287,yes,no,no
33,technician,single,secondary,5235,no,no,no
30,technician,single,tertiary,3,yes,no,no
58,technician,single,secondary,409,no,yes,no
34,admin.,married,tertiary,35,yes,no,no
45,management,married,tertiary,-459,no,no,no
28,services,single,secondary,198,no,no,yes
31,blue-collar,married,primary,99,yes,no,no
40,management,married,tertiary,60,no,no,no
30,services,single,secondary,3485,no,no,no
34,entrepreneur,married,secondary,-139,yes,yes,no
40,blue-collar,married,secondary,952,no,yes,no
59,retired,married,primary,1427,no,no,no
43,technician,single,tertiary,1017,yes,no,no
41,management,married,tertiary,-29,no,no,no
33,technician,divorced,secondary,9,no,no,no
33,management,married,secondary,4040,yes,no,no
36,blue-collar,married,secondary,13,no,no,no
32,self-employed,single,secondary,1259,no,no,no
25,admin.,married,secondary,18,yes,no,no
25,blue-collar,married,secondary,-76,yes,no,no
38,technician,single,tertiary,221,no,no,no
34,management,married,tertiary,136,yes,no,no
67,blue-collar,married,secondary,16353,no,no,no
32,blue-collar,married,secondary,-63,yes,no,no
45,housemaid,married,primary,7353,no,no,no
33,blue-collar,married,primary,511,yes,no,no
38,admin.,married,primary,3913,yes,no,no
32,technician,divorced,secondary,1097,yes,no,no
54,retired,divorced,tertiary,6102,yes,yes,no
51,admin.,divorced,secondary,340,yes,no,no
42,blue-collar,married,primary,-119,yes,no,no
41,admin.,married,secondary,2993,yes,no,no
39,management,divorced,tertiary,3575,no,yes,no
38,blue-collar,married,secondary,361,yes,no,no
39,management,married,secondary,1072,yes,no,no
46,blue-collar,married,primary,2904,no,no,no
50,entrepreneur,divorced,tertiary,1790,no,yes,no
33,blue-collar,married,secondary,86,yes,no,no
37,technician,married,secondary,1633,yes,no,no
31,management,married,tertiary,8312,no,no,no
34,blue-collar,divorced,unknown,172,no,no,yes
34,management,married,tertiary,0,yes,no,yes
36,management,married,tertiary,222,yes,no,no
40,technician,married,secondary,109,no,no,no
40,blue-collar,married,secondary,1451,no,no,yes
41,technician,married,secondary,1066,no,no,yes
52,management,married,tertiary,3163,no,no,no
40,services,single,secondary,888,yes,no,no
48,blue-collar,single,unknown,428,yes,no,no
33,management,divorced,secondary,106,no,no,no
44,technician,divorced,secondary,0,no,no,no
55,management,married,tertiary,979,no,yes,no
51,admin.,married,secondary,2662,no,no,no
34,management,single,tertiary,84,no,no,no
58,retired,divorced,unknown,5920,yes,no,no
39,management,single,tertiary,816,yes,no,no
27,unemployed,single,secondary,3276,no,no,no
55,management,divorced,unknown,2,yes,no,no
35,technician,single,secondary,-51,no,no,no
37,technician,single,tertiary,3315,yes,no,no
52,technician,married,secondary,196,yes,yes,no
41,blue-collar,married,secondary,552,yes,no,no
52,admin.,married,secondary,2347,no,yes,no
34,blue-collar,single,secondary,3723,yes,no,no
53,management,divorced,primary,255,no,no,no
33,management,single,tertiary,3143,no,no,yes
47,self-employed,married,secondary,0,no,no,no
35,blue-collar,married,secondary,6411,yes,yes,no
33,management,single,tertiary,1909,no,no,no
55,blue-collar,married,primary,3873,no,no,no
58,self-employed,married,primary,1013,yes,no,yes
44,admin.,married,secondary,262,yes,no,no
25,services,single,secondary,3217,yes,no,no
37,technician,single,secondary,5436,yes,no,no
41,blue-collar,married,primary,2067,yes,no,no
34,blue-collar,single,secondary,215,no,no,yes
36,services,divorced,secondary,1594,no,no,no
44,self-employed,married,tertiary,134,no,no,no
34,entrepreneur,divorced,tertiary,262,no,no,no
56,blue-collar,divorced,primary,3021,no,no,no
43,management,divorced,tertiary,388,yes,no,yes
28,blue-collar,single,secondary,3412,yes,no,no
